Name,Category,TVL,1d Change,7d Change,1m Change,Mcap/TVL,Fees 24h,Revenue 24h,Holders Revenue 24h,Incentives 24h,Fees 7d,Revenue 7d,Holders Revenue 7d,Incentives 7d,Fees 30d,Revenue 30d,Holders Revenue 30d,Incentives 30d,Fees 1Y,Monthly Avg 1Y Fees,Revenue 1Y,Holders Revenue 1Y,Monthly Avg 1Y Rev,Monthly Avg 1Y Holders Revenue,Incentives 1Y,Monthly Avg 1Y Incentives,Cumulative Fees,Cumulative Revenue,Cumulative Holders Revenue,Cumulative Incentives,P/F,P/S,Earnings 24h,Earnings 7d,Earnings 30d,Earnings 1Y,Monthly Avg 1Y Earnings,Cumulative Earnings,Spot Volume 24h,Spot Volume 7d,Spot Change 7d,Spot Cumulative Volume
"""Cypher Ethereum""",Dexs,2296456.8423112235,-13.512235499284806,-47.62320156014479,-67.26629138651226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329721,15216864,110.35999999999999,282090854
"""Singularity Finance""",Yield,2292786.7124176514,-1.2553896652272043,-16.25272394150642,-32.75165202331733,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DyorSwap""",,2288942.753026602,-4.212289273774471,-20.53683980906656,,0.07,0,0,0,,0,0,0,,0,0,0,,380847,88496.0509923664,380847,0,88496.0509923664,0,,,380847,380847,0,,,,,,,380847,88496.0509923664,380847,0,0,0,38046647
"""Blast L2""",Farm,2285645.289963624,-3.614195806280286,-23.575166743472995,-28.279075477959136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""sICX""",Liquid Staking,2257831.0325742746,-0.7829722971206216,-14.856422891810576,-20.559626746063486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Vaulta RAM""",Dexs,2235285.31265176,0.027611549874099132,-14.022780332680615,-46.20171603284939,,1,0,,,23,0,,,316,0,,,191639,15982.167561643837,0,,,,,,1206590,0,,,,,,,,,,,141,3784,-85.1,241316648
"""Smilee Finance""",,2229712.2655612496,-5.8623108031804385,-31.697840001362394,-36.136058093456654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Ramses Exchange HL""",Dexs,2229126.4012006116,-7.2351327546023985,-24.499511271663472,-46.19361558823763,,8784,8506,8492,,56380,51593,51336,,159457,146205,145500,,890203,315090.45720930235,738943,731197,261551.45255813954,258809.7288372093,,,890203,738943,731197,,,,8506,51593,146205,738943,261551.45255813954,738943,12570776,76224553,-31.35,1351252761
"""Orby Network""",CDP,2214346.903282781,-4.547499626248141,-25.03943362053721,-27.76334864867896,,12,12,12,,148,125,125,,159,136,136,,11220,935.7172602739727,2748,2171,340.0370731707317,314.6916190476191,,,137758,129286,128709,,,,12,125,136,2748,340.0370731707317,129286,,,,
"""Zoth""",,2197896.633614063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""friend.tech""",SoFi,2197266.0277336086,-3.461453423269218,-25.331608905282803,-29.038588876008976,0.27,5,0,0,,190,0,0,,305,0,0,,45729,3813.6733150684936,110,0,9.173698630136986,0,,,64296265,32062299,0,,165.72,,,,,110,9.173698630136986,32062299,,,,
"""FluidTokens""",Lending,2177087.808107716,-36.496533289845075,51.56984141476709,44.03968472218158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BabyDogeCoin""",,2171001.1974521223,-1.2603399813528597,-8.75930133756914,-10.324383842379271,39.36,277,92,0,,1859,620,0,,3949,1317,0,,145371,12123.543123287673,48453,0,4040.8474520547948,0,,,2472512,824165,144163,,1803.4,5407.48,92,620,1317,48453,4040.8474520547948,824165,99390,679216,227.86,725244084
"""Revault""",Yield,2162226.3249160745,-1.8254459994819843,-11.515679504803357,-11.572875359195955,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Hypersurface""",Options,2160908.4400016153,18.21689133564873,72.40246279503623,,,0,,,,0,,,,0,,,,47,10.292661870503597,,,,,,,47,,,,,,,,,,,,,,,
"""Almanak""",Onchain Capital Allocator,2156879.12322781,-2.619448598907162,-11.694864098657028,-52.34653914734601,0.39,308,178,0,,2834,1383,0,,14023,6646,0,,2071163,377522.165988024,491120,1,89519.11856287427,0.18227544910179644,,,2071471,491298,1,,5.07,10.7,178,1383,6646,491120,89519.11856287427,491298,,,,
"""NX Finance""",Yield Aggregator,2152131.5492005586,-0.783917166715831,-9.429213545458543,-28.61024756185063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Butter Network""",Cross Chain Bridge,2148590.038861028,8.093956478793238,7.028682130021561,9.416456862907165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Axial""",Dexs,2148077.9945176565,0.013581211195551108,0.05476616655299747,0.07416048334588318,,386,386,,,1042,1042,,,1408,1408,,,16429,1441.2068011527379,16429,,1441.2068011527379,,,,20608,20601,,,,,386,1042,1408,16429,1441.2068011527379,20601,38543,152028,6140.89,9304188
"""Erasure""",Derivatives,2147549.8431153847,-1.7672117276762114,2.601918874324255,-7.246803278267618,35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""OmniBTC""",Lending,2135235.6951217675,-1.0416112441622378,-12.728201075498365,-21.080892043535965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Duality""",Dexs,2135120.8701752443,-1.167504737545566,2.9704379843822055,-34.86856412445188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213446,1160652,0.57,159064949
"""hskhodlium""",Liquid Staking,2122576.6858826056,1.1084206516828876,-5.265754340561737,-37.28624389008065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Probable""",Prediction Market,2114182.0734017426,-0.5673256353815795,-13.742893541045989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15135582,634085560,-3.25,1843502752
"""King Protocol""",Liquid Restaking,2103340.768278732,-2.2501082431261863,-20.211751134858606,-43.85797356505736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Artemis Finance""",Liquid Staking,2094820.6700631757,-1.7413774212096285,-15.781663075742976,-35.31775283838128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Symmetry""",Indexes,2083009.9262387916,-4.138801330637691,-20.056496412390008,-23.85037428784182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Aurora Plus""",Farm,2075751.78523796,-1.538211483663539,-25.368406498756364,-35.828881550350914,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rezerve""",,2052676.0190283456,-0.7036728048285401,-6.42204479877686,-15.517399706965701,0.58,0,0,0,,0,0,0,,0,0,0,,805986,104847.0676923077,80600,162327,10484.88888888889,21672.078421052633,,,805986,80600,162327,,,,,,,80600,10484.88888888889,80600,,,,
"""CaviarNine""",,2051546.2882648003,-0.9447648314629755,-8.146963724169364,-4.995195079870598,,45,12,,,743,268,,,2212,795,,,64723,5402.638890729531,17534,,1462.2875616438357,,,,460176,70076,,,0,0,12,268,795,17534,1462.2875616438357,70076,109663,1466911,-78.34,261334220
"""Ionic Protocol""",Lending,2042238.8078521416,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Strike Finance""",Derivatives,2041674.4268417992,,,,4.38,9499,5424,0,,24691,11046,0,,233124,-84286,0,,2089201,191552.0434939759,921576,0,84496.30554216867,0,,,2098700,927000,0,,3.2,-8.85,5424,11046,-84286,921576,84496.30554216867,927000,,,,
"""stCYBER""",Liquid Staking,2026989.7143589493,2.5020420355871553,-28.231955705955837,-24.584643344428773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Eris Protocol""",Liquid Staking,2024973.4600179342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Yay!""",SoFi,2022463.4868474472,-2.041017480231955,-25.097166058267224,-35.467402924172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""XSwap Protocol""",Dexs,2018282.4876994863,6.475519017867056,-47.29053353237968,-43.42159311885452,0.6,517,0,,,3633,0,,,20603,0,,,237088,19772.489643835615,0,,0,,,,340674,0,,,4.95,,,,,,,,505144,5246986,-5.57,485778134
"""Stable Jack""",Yield,2007992.6738146693,-1.3136221209480166,-19.146276231632886,-31.677208882610497,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
